id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,87154,1750471928718,41848590768,1.89753,14.3353,126080,67.81,2026-09-23T04:26:10.000Z
ethereum,ETH,Ethereum,2,2786.31,340060678252,15931920231,1.81425,15.5501,4946.05,0.432979,2026-09-23T04:26:10.000Z
tether,USDT,Tether,3,0.999804,183434303314,77954371795,0.00582,0.0387,1.32,0.572521,2026-09-23T04:26:10.000Z
binancecoin,BNB,BNB,4,797.45,106148538946,1216383716,1.20088,11.7774,1369.99,0.0398177,2026-09-23T04:26:10.000Z
ripple,XRP,XRP,5,1.65,103768664498,6328062261,8.27298,25.5002,3.65,0.00268621,2026-09-23T04:26:10.000Z
usd-coin,USDC,USDC,6,0.999853,75273250671,20621544018,0.00144,0.0135,1.043,0.877647,2026-09-23T04:26:10.000Z
solana,SOL,Solana,7,119.64,70288548394,4048270516,2.43156,22.6143,293.31,0.500801,2026-09-23T04:26:10.000Z
tron,TRX,TRON,8,0.344476,32704490505,550441724,-1.10764,3.429,0.431288,0.00180434,2026-09-23T04:26:10.000Z
zcash,ZEC,Zcash,9,1606.41,27224538789,1864645366,10.32329,43.6343,3191.93,16.08,2026-09-23T04:26:10.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,10,1.031,23677074943,188815204,1.76615,2.7819,1.061,0.155357,2026-09-23T04:26:10.000Z
hyperliquid,HYPE,Hyperliquid,11,97.05,21591291789,1199518992,4.47392,25.1729,97.76,3.81,2026-09-23T04:26:10.000Z
dogecoin,DOGE,Dogecoin,12,0.10405,16241754026,1996505140,-0.04146,29.9244,0.731578,8.69e-05,2026-09-23T04:26:10.000Z
monero,XMR,Monero,13,572.39,10764498976,150532655,0.00417,12.453,797.73,0.216177,2026-09-23T04:26:10.000Z
whitebit,WBT,WhiteBIT Coin,14,87.62,10412707710,132253253,1.81246,11.8706,87.91,3.06,2026-09-23T04:26:10.000Z
chainlink,LINK,Chainlink,15,13.19,9863461991,586340225,1.51992,21.1352,52.7,0.148183,2026-09-23T04:26:10.000Z
cardano,ADA,Cardano,16,0.260893,9796910623,901968506,4.31429,33.6725,3.09,0.01925275,2026-09-23T04:26:10.000Z
usds,USDS,USDS,17,0.99987,9594550624,221714743,-0.0095,0.0324,1.057,0.948265,2026-09-23T04:26:10.000Z
rain,RAIN,Rain,18,0.01317177,9340613578,18913693,-4.59979,-6.326,0.01946402,0.00222126,2026-09-23T04:26:10.000Z
leo-token,LEO,LEO Token,19,8.97,8248174237,92054,0.02622,1.6779,10.61,0.799859,2026-09-23T04:26:10.000Z
stellar,XLM,Stellar,20,0.223115,7799474987,399487622,4.0687,25.9348,0.875563,0.00047612,2026-09-23T04:26:10.000Z
bitcoin-cash,BCH,Bitcoin Cash,21,339.49,6824543347,1313843416,27.93454,55.4633,3785.82,76.93,2026-09-23T04:26:10.000Z
uniswap,UNI,Uniswap,22,10.56,6552073475,2406293320,17.63407,70.3537,44.92,1.03,2026-09-23T04:26:10.000Z
near,NEAR,NEAR Protocol,23,4.4,5752077884,1546013915,1.19816,88.7806,20.44,0.526762,2026-09-23T04:26:10.000Z
litecoin,LTC,Litecoin,24,64.25,4990614171,506382678,5.33007,24.7607,410.26,1.15,2026-09-23T04:26:10.000Z
