id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,79971,1605834302596,19089417720,0.53418,2.5,126080,67.81,2026-09-06T04:14:10.000Z
ethereum,ETH,Ethereum,2,2507.21,305937262826,7872598208,2.28375,2.2,4946.05,0.432979,2026-09-06T04:14:10.000Z
tether,USDT,Tether,3,1.0,183401986992,41165105881,-0.01098,0.0,1.32,0.572521,2026-09-06T04:14:10.000Z
binancecoin,BNB,BNB,4,764.02,101762465665,2296510829,5.80921,10.2,1369.99,0.0398177,2026-09-06T04:14:10.000Z
ripple,XRP,XRP,5,1.42,89228121116,1524514610,1.91236,2.3,3.65,0.00268621,2026-09-06T04:14:10.000Z
usd-coin,USDC,USDC,6,0.999978,74624236746,9186903638,-0.00076,0.0,1.043,0.877647,2026-09-06T04:14:10.000Z
solana,SOL,Solana,7,106.15,62157201594,2925016603,4.30505,0.7,293.31,0.500801,2026-09-06T04:14:10.000Z
tron,TRX,TRON,8,0.333468,31657883150,248613145,0.4684,-2.0,0.431288,0.00180434,2026-09-06T04:14:10.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,9,1.055,23516084575,343538,1.65532,5.5,1.061,0.155357,2026-09-05T22:40:20.000Z
hyperliquid,HYPE,Hyperliquid,9,86.28,19172577989,781499923,2.90217,3.5,88.06,3.81,2026-09-06T04:14:10.000Z
zcash,ZEC,Zcash,10,1074.12,18161265461,685652446,4.84834,28.9,3191.93,16.08,2026-09-06T04:14:10.000Z
dogecoin,DOGE,Dogecoin,11,0.091075,14189170657,1242499786,7.74608,7.4,0.731578,8.69e-05,2026-09-06T04:14:10.000Z
rain,RAIN,Rain,12,0.01721911,12216727963,29720769,4.79973,-1.7,0.01946402,0.00222126,2026-09-06T04:14:10.000Z
monero,XMR,Monero,13,554.91,10450186017,110247813,3.81266,17.6,797.73,0.216177,2026-09-06T04:14:10.000Z
usds,USDS,USDS,14,0.999722,9815929113,105184523,0.00211,0.0,1.057,0.948265,2026-09-06T04:14:10.000Z
chainlink,LINK,Chainlink,15,12.19,9121824769,429476539,4.67205,7.1,52.7,0.148183,2026-09-06T04:14:10.000Z
whitebit,WBT,WhiteBIT Coin,16,73.78,8703378756,42294221,0.92493,2.5,74.97,3.06,2026-09-06T04:14:10.000Z
leo-token,LEO,LEO Token,17,9.33,8583019898,118539,1.2245,-3.9,10.61,0.799859,2026-09-06T04:14:10.000Z
cardano,ADA,Cardano,18,0.221547,8310627514,435381902,5.38464,11.0,3.09,0.01925275,2026-09-06T04:14:10.000Z
stellar,XLM,Stellar,19,0.18588,6469459184,122180914,3.10756,4.0,0.875563,0.00047612,2026-09-06T04:14:10.000Z
bitcoin-cash,BCH,Bitcoin Cash,20,260.87,5238170658,173693831,5.38051,6.9,3785.82,76.93,2026-09-06T04:14:10.000Z
dai,DAI,Dai,21,0.999725,4603023044,208324744,0.0024,0.0,1.22,0.88196,2026-09-06T04:14:10.000Z
uniswap,UNI,Uniswap,22,7.17,4456358941,1018458707,13.8211,48.4,44.92,1.03,2026-09-06T04:14:10.000Z
ethena-usde,USDE,Ethena USDe,23,0.999931,4351382316,32924918,-0.00129,0.0,1.034,0.929486,2026-09-06T04:14:10.000Z
canton-network,CC,Canton,24,0.110056,4351185551,7762320,1.58642,-8.7,0.194152,0.059024,2026-09-06T04:14:10.000Z
usd1-wlfi,USD1,USD1,25,0.999717,4246855995,891989239,0.00608,0.0,1.048,0.988762,2026-09-06T04:14:10.000Z
litecoin,LTC,Litecoin,26,54.5,4227993335,431269573,4.15825,11.9,410.26,1.15,2026-09-06T04:14:10.000Z
the-open-network,GRAM,Gram (prev. Toncoin),27,1.42,3963565149,34675323,2.04305,5.6,8.25,0.519364,2026-09-06T04:14:10.000Z
hedera-hashgraph,HBAR,Hedera,28,0.081699,3581869520,59200587,3.73486,9.2,0.569229,0.00986111,2026-09-06T04:14:10.000Z
avalanche-2,AVAX,Avalanche,29,7.68,3313418100,226378545,3.79774,5.8,144.96,2.8,2026-09-06T04:14:10.000Z
sui,SUI,Sui,30,0.798977,3273791645,681792843,4.79276,8.3,5.35,0.364846,2026-09-06T04:14:10.000Z
global-dollar,USDG,Global Dollar,31,0.999983,3261664703,1415538050,-0.01222,0.0,1.65,0.907561,2026-09-06T04:14:10.000Z
shiba-inu,SHIB,Shiba Inu,32,5.5e-06,3243093401,76144351,4.73616,7.6,8.616e-05,5.6366e-11,2026-09-06T04:14:10.000Z
paypal-usd,PYUSD,PayPal USD,33,1.0,2935789646,51070613,0.0029,0.0,1.021,0.959426,2026-09-06T04:14:10.000Z
near,NEAR,NEAR Protocol,34,2.21,2882598417,372633459,-0.54287,19.3,20.44,0.526762,2026-09-06T04:14:10.000Z
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,35,1.0,2832282866,0.0,0.0,0.0,1.0,1.0,2026-09-06T04:14:10.000Z
crypto-com-chain,CRO,Cronos,36,0.057209,2775055083,4582165,2.62893,-0.3,0.891544,0.0121196,2026-09-06T04:14:10.000Z
tether-gold,XAUT,Tether Gold,37,4426.32,2712620022,73260942,-0.0406,-0.7,5504.62,1447.84,2026-09-06T04:14:10.000Z
hashnote-usyc,USYC,Circle USYC,38,1.14,2624340328,0.0,0.0,0.1,1.14,1.026,2026-09-06T04:14:10.000Z
memecore,M,MemeCore,39,1.12,2541133617,1404577,-1.06474,2.8,5.64,0.04746135,2026-09-06T04:14:10.000Z
okb,OKB,OKB,40,115.65,2429376278,35828464,5.85058,1.2,228.74,0.580608,2026-09-06T04:14:10.000Z
ripple-usd,RLUSD,Ripple USD,41,0.99993,2406973432,67207827,-0.00328,-0.1,1.073,0.962292,2026-09-06T04:14:10.000Z
bittensor,TAO,Bittensor,42,237.89,2282891541,164586148,4.47364,1.6,757.6,30.83,2026-09-06T04:14:10.000Z
ondo-us-dollar-yield,USDY,Ondo US Dollar Yield,43,1.15,2198846349,533275,0.0146,0.3,1.26,0.934184,2026-09-06T04:14:10.000Z
aster-2,ASTER,Aster,44,0.784515,2117673015,386178521,7.72834,12.1,2.41,0.099713,2026-09-06T04:14:10.000Z
