id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,83903,1685396774019,33951520631,-0.36393,3.2642,126080,67.81,2026-09-26T04:38:20.000Z
ethereum,ETH,Ethereum,2,2686.21,327911806220,13370230659,0.11303,2.4843,4946.05,0.432979,2026-09-26T04:38:20.000Z
tether,USDT,Tether,3,0.999842,183788899208,65959242656,0.01015,0.0165,1.32,0.572521,2026-09-26T04:38:20.000Z
binancecoin,BNB,BNB,4,773.23,102952565553,1028093733,-0.02526,1.6616,1369.99,0.0398177,2026-09-26T04:38:20.000Z
ripple,XRP,XRP,5,1.55,97749986906,6246914781,0.99031,10.3417,3.65,0.00268621,2026-09-26T04:38:20.000Z
usd-coin,USDC,USDC,6,0.999884,75427963625,18464603392,-0.01056,0.0141,1.043,0.877647,2026-09-26T04:38:20.000Z
solana,SOL,Solana,7,120.45,70773586316,6205639438,2.82213,6.2173,293.31,0.500801,2026-09-26T04:38:20.000Z
tron,TRX,TRON,8,0.337404,32047526273,361683997,-0.31208,-0.427,0.431288,0.00180434,2026-09-26T04:38:20.000Z
zcash,ZEC,Zcash,9,1532.8,25979932251,1088424465,-1.35271,-1.0243,3191.93,16.08,2026-09-26T04:38:20.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,10,1.027,23765483163,23811740,-0.04561,-0.5508,1.061,0.155357,2026-09-26T04:38:20.000Z
hyperliquid,HYPE,Hyperliquid,11,91.91,20446325747,944534953,0.02399,-2.5044,97.96,3.81,2026-09-26T04:38:20.000Z
dogecoin,DOGE,Dogecoin,12,0.097719,15250948390,1197641463,2.10895,10.9395,0.731578,8.69e-05,2026-09-26T04:38:20.000Z
chainlink,LINK,Chainlink,13,14.09,10539966626,926867887,4.78274,12.7645,52.7,0.148183,2026-09-26T04:38:20.000Z
monero,XMR,Monero,14,557.87,10491304853,111009511,-1.16994,-4.0142,797.73,0.216177,2026-09-26T04:38:20.000Z
whitebit,WBT,WhiteBIT Coin,15,83.77,9954985491,103139765,-0.24494,0.5747,87.91,3.06,2026-09-26T04:38:20.000Z
usds,USDS,USDS,16,0.999625,9739059411,192902336,-0.00986,-0.0182,1.057,0.948265,2026-09-26T04:38:20.000Z
cardano,ADA,Cardano,17,0.255606,9592876399,777515396,2.42933,9.3047,3.09,0.01925275,2026-09-26T04:38:20.000Z
leo-token,LEO,LEO Token,18,8.93,8211842240,263221,1.25084,-0.2037,10.61,0.799859,2026-09-26T04:38:20.000Z
rain,RAIN,Rain,19,0.01117037,7910711514,21360335,-6.76953,-19.2768,0.01946402,0.00222126,2026-09-26T04:38:20.000Z
stellar,XLM,Stellar,20,0.218142,7628407072,442233801,-2.20967,12.3952,0.875563,0.00047612,2026-09-26T04:38:20.000Z
bitcoin-cash,BCH,Bitcoin Cash,21,336.13,6751630937,346951728,-0.35081,31.2987,3785.82,76.93,2026-09-26T04:38:20.000Z
near,NEAR,NEAR Protocol,22,4.91,6413231393,1627305915,9.16427,27.5094,20.44,0.526762,2026-09-26T04:38:20.000Z
uniswap,UNI,Uniswap,23,9.61,5954650622,1057890449,4.79002,5.7143,44.92,1.03,2026-09-26T04:38:20.000Z
litecoin,LTC,Litecoin,24,71.83,5579129990,744694852,0.84531,22.4684,410.26,1.15,2026-09-26T04:38:20.000Z
canton-network,CC,Canton,25,0.131515,5220942237,50292543,13.55997,17.4128,0.194152,0.059024,2026-09-26T04:38:20.000Z
ethena-usde,USDE,Ethena USDe,26,0.999729,4932878139,58947428,-0.0022,0.0078,1.034,0.929486,2026-09-26T04:38:20.000Z
sui,SUI,Sui,27,1.16,4771480723,1781029572,14.38572,41.139,5.35,0.364846,2026-09-26T04:38:20.000Z
avalanche-2,AVAX,Avalanche,28,10.62,4704506505,639371345,3.24747,23.6818,144.96,2.8,2026-09-26T04:38:20.000Z
dai,DAI,Dai,29,1.0,4594114492,205564981,0.00162,0.0018,1.22,0.88196,2026-09-26T04:38:20.000Z
usd1-wlfi,USD1,USD1,30,0.999368,4415740623,940969716,0.01547,-0.0343,1.048,0.988762,2026-09-26T04:38:20.000Z
hedera-hashgraph,HBAR,Hedera,31,0.093963,4117929005,147126476,1.21891,18.6021,0.569229,0.00986111,2026-09-26T04:38:20.000Z
the-open-network,GRAM,Gram (prev. Toncoin),32,1.46,4094617337,57983377,3.05233,5.2787,8.25,0.519364,2026-09-26T04:38:20.000Z
bittensor,TAO,Bittensor,33,310.01,3517408963,360141378,3.51866,21.627,757.6,30.83,2026-09-26T04:38:20.000Z
shiba-inu,SHIB,Shiba Inu,34,5.9e-06,3478457954,112990055,1.87399,8.2003,8.616e-05,5.6366e-11,2026-09-26T04:38:20.000Z
crypto-com-chain,CRO,Cronos,35,0.065814,3273809752,12997633,1.01185,10.9595,0.891544,0.0121196,2026-09-26T04:38:20.000Z
global-dollar,USDG,Global Dollar,36,0.999994,3245188329,797212881,0.00045,0.0153,1.65,0.907561,2026-09-26T04:38:20.000Z
paypal-usd,PYUSD,PayPal USD,37,0.999827,2803245542,93309295,0.0024,-0.0051,1.021,0.959426,2026-09-26T04:38:20.000Z
memecore,M,MemeCore,38,1.22,2781774213,1070760,-0.60037,-6.5781,5.64,0.04746135,2026-09-26T04:38:20.000Z
ethena,ENA,Ethena,39,0.274515,2769955676,1052500622,23.71265,54.8001,1.52,0.070228,2026-09-26T04:38:20.000Z
tether-gold,XAUT,Tether Gold,40,4281.21,2666435837,218394338,0.31836,-2.0709,5504.62,1447.84,2026-09-26T04:38:20.000Z
ondo-finance,ONDO,Ondo,41,0.543499,2646521371,555529585,0.15575,32.084,2.14,0.082171,2026-09-26T04:38:20.000Z
okb,OKB,OKB,42,121.55,2553798696,25650516,1.28316,3.4064,228.74,0.580608,2026-09-26T04:38:20.000Z
bitway,BTW,Bitway,43,0.930792,2527919147,17925298,-0.36482,44.4477,1.37,0.00911805,2026-09-26T04:38:20.000Z
