id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
global-dollar,USDG,Global Dollar,34,0.999919,3259323873,736738632,0.00299,0.0,1.65,0.907561,2026-09-21T04:34:20.000Z
shiba-inu,SHIB,Shiba Inu,35,5.52e-06,3255581756,80394120,2.80731,6.5,8.616e-05,5.6366e-11,2026-09-21T04:34:20.000Z
crypto-com-chain,CRO,Cronos,36,0.061879,3077296245,9040093,5.43701,7.8,0.891544,0.0121196,2026-09-21T04:34:20.000Z
bittensor,TAO,Bittensor,37,264.76,3001042203,285397963,4.73205,12.8,757.6,30.83,2026-09-21T04:34:20.000Z
paypal-usd,PYUSD,PayPal USD,38,0.99988,2787527721,36867566,0.011,0.0,1.021,0.959426,2026-09-21T04:34:20.000Z
tether-gold,XAUT,Tether Gold,39,4360.85,2715965390,92194079,-0.15498,0.6,5504.62,1447.84,2026-09-21T04:34:20.000Z
okb,OKB,OKB,40,119.57,2511145617,27284868,3.47564,5.2,228.74,0.580608,2026-09-21T04:34:20.000Z
hashnote-usyc,USYC,Circle USYC,41,1.14,2508311923,0.0,0.0,0.1,1.14,1.026,2026-09-21T04:34:20.000Z
ripple-usd,RLUSD,Ripple USD,42,1.0,2379106165,252949759,0.01499,0.0,1.073,0.962292,2026-09-21T04:34:20.000Z
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,43,1.0,2329036631,0.0,0.0,0.0,1.0,1.0,2026-09-21T04:34:20.000Z
ondo-us-dollar-yield,USDY,Ondo US Dollar Yield,44,1.14,2250845677,4531181,0.42369,0.2,1.26,0.934184,2026-09-21T04:34:20.000Z
ethena,ENA,Ethena,45,0.213702,2157442337,685001962,7.9634,52.0,1.52,0.070228,2026-09-21T04:34:20.000Z
aave,AAVE,Aave,46,138.54,2137651052,236083351,0.92691,10.1,661.69,26.02,2026-09-21T04:34:20.000Z
ondo-finance,ONDO,Ondo,47,0.426579,2076885605,189903872,4.98929,23.1,2.14,0.082171,2026-09-21T04:34:20.000Z
pump-fun,PUMP,Pump.fun,48,0.00442812,2068913580,153213640,11.51702,20.5,0.00881908,0.00115473,2026-09-21T04:34:20.000Z
bitway,BTW,Bitway,49,0.745283,2017393572,21907637,22.83228,4.7,0.830167,0.00911805,2026-09-21T04:34:20.000Z
mantle,MNT,Mantle,50,0.609867,2014134665,32812399,2.46982,9.6,2.86,0.307978,2026-09-21T04:34:20.000Z
