id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,77282,1552087564196,33205838438,0.42701,-2.9,126080,67.81,2026-09-12T04:15:10.000Z
ethereum,ETH,Ethereum,2,2512.43,306620900224,24088836115,2.53472,2.4,4946.05,0.432979,2026-09-12T04:15:10.000Z
tether,USDT,Tether,3,0.999925,183503636188,68609084226,0.02381,0.0,1.32,0.572521,2026-09-12T04:15:10.000Z
binancecoin,BNB,BNB,4,734.12,97722632697,1200712673,2.91957,1.8,1369.99,0.0398177,2026-09-12T04:15:10.000Z
ripple,XRP,XRP,5,1.36,85747738684,2691568963,1.38563,-2.5,3.65,0.00268621,2026-09-12T04:15:10.000Z
usd-coin,USDC,USDC,6,0.999935,74327036494,18914040314,-0.00878,0.0,1.043,0.877647,2026-09-12T04:15:10.000Z
solana,SOL,Solana,7,101.68,59630711271,4536474932,2.13519,-0.4,293.31,0.500801,2026-09-12T04:15:10.000Z
tron,TRX,TRON,8,0.33952,32238384653,425698001,-0.06061,2.4,0.431288,0.00180434,2026-09-12T04:15:10.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,9,1.032,23219636226,301008385,-0.34712,-0.6,1.061,0.155357,2026-09-12T04:15:10.000Z
zcash,ZEC,Zcash,10,1137.9,19227554494,1827563893,5.87731,10.2,3191.93,16.08,2026-09-12T04:15:10.000Z
hyperliquid,HYPE,Hyperliquid,11,78.76,17519192538,1174952841,-0.28141,-6.2,89.6,3.81,2026-09-12T04:15:10.000Z
dogecoin,DOGE,Dogecoin,12,0.084398,13154429905,759611784,0.61961,-0.3,0.731578,8.69e-05,2026-09-12T04:15:10.000Z
rain,RAIN,Rain,13,0.01530527,10858650158,28629078,-2.39762,-7.0,0.01946402,0.00222126,2026-09-12T04:15:10.000Z
monero,XMR,Monero,14,526.1,9902793233,119294953,5.00218,-0.6,797.73,0.216177,2026-09-12T04:15:10.000Z
usds,USDS,USDS,15,0.99993,9790110671,222040846,0.02135,0.0,1.057,0.948265,2026-09-12T04:15:10.000Z
whitebit,WBT,WhiteBIT Coin,16,80.18,9452258925,145697889,0.67807,9.6,83.22,3.06,2026-09-12T04:15:10.000Z
chainlink,LINK,Chainlink,17,11.51,8607281655,508725499,-0.02038,-1.7,52.7,0.148183,2026-09-12T04:15:10.000Z
leo-token,LEO,LEO Token,18,9.13,8398956425,124224,0.36518,-0.8,10.61,0.799859,2026-09-12T04:15:10.000Z
cardano,ADA,Cardano,19,0.208592,7825667281,598005902,0.18015,-0.7,3.09,0.01925275,2026-09-12T04:15:10.000Z
stellar,XLM,Stellar,20,0.181078,6307532261,173261024,2.71171,0.5,0.875563,0.00047612,2026-09-12T04:15:10.000Z
bitcoin-cash,BCH,Bitcoin Cash,21,230.11,4623171628,221834135,0.94305,-6.6,3785.82,76.93,2026-09-12T04:15:10.000Z
ethena-usde,USDE,Ethena USDe,22,0.999936,4610839455,63672615,0.04918,0.0,1.034,0.929486,2026-09-12T04:15:10.000Z
dai,DAI,Dai,23,0.99988,4583833556,275387620,-0.01255,0.0,1.22,0.88196,2026-09-12T04:15:10.000Z
usd1-wlfi,USD1,USD1,24,0.999874,4299076696,1371249429,0.04805,0.0,1.048,0.988762,2026-09-12T04:15:10.000Z
litecoin,LTC,Litecoin,25,53.76,4171672251,255076714,1.32562,3.4,410.26,1.15,2026-09-12T04:15:10.000Z
canton-network,CC,Canton,26,0.098569,3907798746,11743571,0.21183,-8.2,0.194152,0.059024,2026-09-12T04:15:10.000Z
uniswap,UNI,Uniswap,27,6.14,3824398036,679013518,1.289,-1.8,44.92,1.03,2026-09-12T04:15:10.000Z
the-open-network,GRAM,Gram (prev. Toncoin),28,1.36,3800148780,28267081,0.86118,-2.7,8.25,0.519364,2026-09-12T04:15:10.000Z
global-dollar,USDG,Global Dollar,29,0.999985,3306074958,1964441432,0.0044,0.0,1.65,0.907561,2026-09-12T04:15:10.000Z
avalanche-2,AVAX,Avalanche,30,7.46,3299778640,342444737,-0.24936,0.8,144.96,2.8,2026-09-12T04:15:10.000Z
hedera-hashgraph,HBAR,Hedera,31,0.074575,3268845117,61471031,-1.03057,-5.6,0.569229,0.00986111,2026-09-12T04:15:10.000Z
near,NEAR,NEAR Protocol,32,2.37,3099036905,598083307,-2.30319,7.4,20.44,0.526762,2026-09-12T04:15:10.000Z
shiba-inu,SHIB,Shiba Inu,33,5.22e-06,3078384731,81329022,2.77235,-0.7,8.616e-05,5.6366e-11,2026-09-12T04:15:10.000Z
sui,SUI,Sui,34,0.72607,2973472754,614760225,-1.80919,-5.1,5.35,0.364846,2026-09-12T04:15:10.000Z
paypal-usd,PYUSD,PayPal USD,35,0.999901,2792261382,151360430,0.00544,0.0,1.021,0.959426,2026-09-12T04:15:10.000Z
crypto-com-chain,CRO,Cronos,36,0.057337,2783915862,5942185,1.7596,2.8,0.891544,0.0121196,2026-09-12T04:15:10.000Z
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,37,1.0,2750834099,0.0,0.0,0.0,1.0,1.0,2026-09-12T04:15:10.000Z
