id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,78339,1573284910137,35017082736,-0.60192,0.6,126080,67.81,2026-09-10T04:16:30.000Z
ethereum,ETH,Ethereum,2,2475.01,302054840419,13635555782,-0.85471,2.8,4946.05,0.432979,2026-09-10T04:16:30.000Z
tether,USDT,Tether,3,0.99963,183393273279,56618249727,-0.00906,0.0,1.32,0.572521,2026-09-10T04:16:30.000Z
binancecoin,BNB,BNB,4,722.92,96263690012,1134994496,-3.68179,4.2,1369.99,0.0398177,2026-09-10T04:16:30.000Z
ripple,XRP,XRP,5,1.39,87213670363,2372308791,-2.47881,1.5,3.65,0.00268621,2026-09-10T04:16:30.000Z
usd-coin,USDC,USDC,6,0.999799,74384268326,16326207560,-0.01664,0.0,1.043,0.877647,2026-09-10T04:16:30.000Z
solana,SOL,Solana,7,101.96,59774364390,3291950349,-1.68125,0.7,293.31,0.500801,2026-09-10T04:16:30.000Z
tron,TRX,TRON,8,0.339299,32217537610,336670226,0.21233,4.4,0.431288,0.00180434,2026-09-10T04:16:30.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,9,1.025,22948800450,108748051,-0.93876,1.2,1.061,0.155357,2026-09-10T04:16:30.000Z
zcash,ZEC,Zcash,10,1246.14,21086119001,1836722287,3.75023,50.7,3191.93,16.08,2026-09-10T04:16:30.000Z
hyperliquid,HYPE,Hyperliquid,11,84.19,18726696629,1245112706,-1.5577,2.0,89.6,3.81,2026-09-10T04:16:30.000Z
dogecoin,DOGE,Dogecoin,12,0.086015,13407468010,917232079,-4.59557,3.3,0.731578,8.69e-05,2026-09-10T04:16:30.000Z
rain,RAIN,Rain,13,0.01638919,11623385257,28631049,2.29797,-1.8,0.01946402,0.00222126,2026-09-10T04:16:30.000Z
usds,USDS,USDS,14,0.999745,9844098163,132423845,-0.00913,0.0,1.057,0.948265,2026-09-10T04:16:30.000Z
monero,XMR,Monero,15,514.98,9683085480,146648538,2.59092,1.5,797.73,0.216177,2026-09-10T04:16:30.000Z
whitebit,WBT,WhiteBIT Coin,16,80.9,9539597829,102273421,-0.89978,13.5,82.52,3.06,2026-09-10T04:16:30.000Z
chainlink,LINK,Chainlink,17,11.81,8832382668,6555519484,-5.36008,5.2,52.7,0.148183,2026-09-10T04:16:30.000Z
leo-token,LEO,LEO Token,18,9.19,8456495525,124262,0.0692,-1.4,10.61,0.799859,2026-09-10T04:16:30.000Z
cardano,ADA,Cardano,19,0.213772,8018814730,456490161,-2.01488,3.2,3.09,0.01925275,2026-09-10T04:16:30.000Z
stellar,XLM,Stellar,20,0.180233,6273696627,172359904,-4.15635,0.7,0.875563,0.00047612,2026-09-10T04:16:30.000Z
bitcoin-cash,BCH,Bitcoin Cash,21,251.29,5047574335,146223678,-3.18742,1.1,3785.82,76.93,2026-09-10T04:16:30.000Z
dai,DAI,Dai,22,1.0,4590979291,306422094,0.00141,0.0,1.22,0.88196,2026-09-10T04:16:30.000Z
ethena-usde,USDE,Ethena USDe,23,0.999526,4465248268,106140702,-0.02594,0.0,1.034,0.929486,2026-09-10T04:16:30.000Z
usd1-wlfi,USD1,USD1,24,0.999388,4277652617,1091416134,-0.01659,0.0,1.048,0.988762,2026-09-10T04:16:30.000Z
canton-network,CC,Canton,25,0.103812,4107225528,10057999,-4.22739,-7.9,0.194152,0.059024,2026-09-10T04:16:30.000Z
litecoin,LTC,Litecoin,26,52.86,4102016941,294019568,-1.90417,5.1,410.26,1.15,2026-09-10T04:16:30.000Z
the-open-network,GRAM,Gram (prev. Toncoin),27,1.38,3839446894,33566211,-0.6228,2.9,8.25,0.519364,2026-09-10T04:16:30.000Z
uniswap,UNI,Uniswap,28,6.09,3797831207,662129837,-10.82391,4.8,44.92,1.03,2026-09-10T04:16:30.000Z
avalanche-2,AVAX,Avalanche,29,7.82,3379157690,248548825,-1.95184,7.3,144.96,2.8,2026-09-10T04:16:30.000Z
hedera-hashgraph,HBAR,Hedera,30,0.076925,3371880390,66337005,-2.67944,1.0,0.569229,0.00986111,2026-09-10T04:16:30.000Z
global-dollar,USDG,Global Dollar,31,0.999946,3316128274,1255756955,-0.00526,0.0,1.65,0.907561,2026-09-10T04:16:30.000Z
near,NEAR,NEAR Protocol,32,2.53,3306789936,734410222,9.9247,33.4,20.44,0.526762,2026-09-10T04:16:30.000Z
sui,SUI,Sui,33,0.769142,3150908960,547339264,-5.26109,-1.0,5.35,0.364846,2026-09-10T04:16:30.000Z
shiba-inu,SHIB,Shiba Inu,34,5.24e-06,3089756950,76581930,-2.93276,-0.3,8.616e-05,5.6366e-11,2026-09-10T04:16:30.000Z
paypal-usd,PYUSD,PayPal USD,35,0.999807,2824060008,51746338,-0.01242,0.0,1.021,0.959426,2026-09-10T04:16:30.000Z
crypto-com-chain,CRO,Cronos,36,0.057848,2808285253,8356043,-3.76106,6.3,0.891544,0.0121196,2026-09-10T04:16:30.000Z
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,37,1.0,2797063204,0.0,0.0,0.0,1.0,1.0,2026-09-10T04:16:30.000Z
memecore,M,MemeCore,38,1.23,2786111392,1265610,3.11955,15.0,5.64,0.04746135,2026-09-10T04:16:30.000Z
tether-gold,XAUT,Tether Gold,39,4409.36,2702151011,161588698,0.86506,-0.2,5504.62,1447.84,2026-09-10T04:16:30.000Z
hashnote-usyc,USYC,Circle USYC,40,1.14,2624847293,0.0,0.00866,0.1,1.14,1.026,2026-09-10T04:16:30.000Z
bittensor,TAO,Bittensor,41,257.18,2467720154,263561227,-0.05642,17.1,757.6,30.83,2026-09-10T04:16:30.000Z
ripple-usd,RLUSD,Ripple USD,42,1.0,2421359420,98153560,-0.0129,0.0,1.073,0.962292,2026-09-10T04:16:30.000Z
okb,OKB,OKB,43,113.53,2383856162,21454273,-0.72288,6.3,228.74,0.580608,2026-09-10T04:16:30.000Z
ondo-us-dollar-yield,USDY,Ondo US Dollar Yield,44,1.14,2203008518,4784010,0.12977,-0.1,1.26,0.934184,2026-09-10T04:16:30.000Z
mantle,MNT,Mantle,45,0.599962,1981243195,30017114,-4.70552,6.6,2.86,0.307978,2026-09-10T04:16:30.000Z
aster-2,ASTER,Aster,46,0.725468,1962234906,142243519,-3.95752,0.1,2.41,0.099713,2026-09-10T04:16:30.000Z
aave,AAVE,Aave,47,125.37,1934441096,223336216,-2.74846,-1.4,661.69,26.02,2026-09-10T04:16:30.000Z
pax-gold,PAXG,PAX Gold,48,4412.99,1908637111,120842133,0.87875,-0.4,5619.09,1399.64,2026-09-10T04:16:30.000Z
