id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,79686,1599580927477,34554665624,-0.00477,2.2,126080,67.81,2026-08-28T11:04:30.000Z
ethereum,ETH,Ethereum,2,2510.24,302943193553,13382999386,0.12837,4.3,4946.05,0.432979,2026-08-28T11:04:30.000Z
tether,USDT,Tether,3,1.0,183372071674,63180120651,0.00841,0.0,1.32,0.572521,2026-08-28T11:04:30.000Z
binancecoin,BNB,BNB,4,707.5,94222960603,828888895,-0.0319,4.3,1369.99,0.0398177,2026-08-28T11:04:30.000Z
ripple,XRP,XRP,5,1.43,89713025811,2861046726,0.1811,0.1,3.65,0.00268621,2026-08-28T11:04:30.000Z
usd-coin,USDC,USDC,6,1.0,73712800433,19119415028,0.0049,0.0,1.043,0.877647,2026-08-28T11:04:30.000Z
solana,SOL,Solana,7,106.61,62281651228,6007684484,2.04184,15.9,293.31,0.500801,2026-08-28T11:04:30.000Z
tron,TRX,TRON,8,0.341039,32356352401,474204051,1.53695,-0.2,0.431288,0.00180434,2026-08-28T11:04:30.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,9,1.037,22524513659,351640742,3.37015,1.0,1.061,0.155357,2026-08-28T11:04:30.000Z
hyperliquid,HYPE,Hyperliquid,10,83.59,18590892069,1540610268,1.15705,12.7,86.71,3.81,2026-08-28T11:04:30.000Z
dogecoin,DOGE,Dogecoin,11,0.0873,13593179666,689074491,-1.46373,3.0,0.731578,8.69e-05,2026-08-28T11:04:30.000Z
zcash,ZEC,Zcash,12,802.03,13577028526,1117376274,2.27142,23.4,3191.93,16.08,2026-08-28T11:04:30.000Z
rain,RAIN,Rain,13,0.01764185,12512048262,48298859,0.71199,22.1,0.01946402,0.00222126,2026-08-28T11:04:30.000Z
usds,USDS,USDS,14,0.999693,9821780395,521847165,-0.02353,0.0,1.057,0.948265,2026-08-28T11:04:30.000Z
monero,XMR,Monero,15,470.38,8841605036,135090289,3.81092,13.4,797.73,0.216177,2026-08-28T11:04:30.000Z
chainlink,LINK,Chainlink,16,11.79,8825891050,431473887,0.18339,2.5,52.7,0.148183,2026-08-28T11:04:30.000Z
leo-token,LEO,LEO Token,17,9.45,8693509556,204863,1.37002,1.7,10.61,0.799859,2026-08-28T11:04:30.000Z
whitebit,WBT,WhiteBIT Coin,18,73.47,8653764638,109877957,-0.1386,5.4,74.97,3.06,2026-08-28T11:04:30.000Z
cardano,ADA,Cardano,19,0.209981,7875484192,358567206,-1.6691,-2.9,3.09,0.01925275,2026-08-28T11:04:30.000Z
stellar,XLM,Stellar,20,0.184324,6397811937,121698840,-0.82461,-4.9,0.875563,0.00047612,2026-08-28T11:04:30.000Z
bitcoin-cash,BCH,Bitcoin Cash,21,264.91,5319833207,139566465,-1.7958,1.0,3785.82,76.93,2026-08-28T11:04:30.000Z
dai,DAI,Dai,22,0.999888,4604880165,380072147,-0.01322,0.0,1.22,0.88196,2026-08-28T11:04:30.000Z
canton-network,CC,Canton,23,0.112811,4452265923,19320483,-2.50026,9.2,0.194152,0.059024,2026-08-28T11:04:30.000Z
usd1-wlfi,USD1,USD1,24,0.999763,4107637006,1317252666,-0.01058,0.0,1.048,0.988762,2026-08-28T11:04:30.000Z
ethena-usde,USDE,Ethena USDe,25,0.999867,4061638114,50007116,0.00248,0.0,1.034,0.929486,2026-08-28T11:04:30.000Z
the-open-network,GRAM,Gram (prev. Toncoin),26,1.41,3905289754,46295059,-0.12285,-2.3,8.25,0.519364,2026-08-28T11:04:30.000Z
litecoin,LTC,Litecoin,27,49.14,3810673364,250534099,-1.86451,-3.1,410.26,1.15,2026-08-28T11:04:30.000Z
hedera-hashgraph,HBAR,Hedera,28,0.07813,3424503709,51801037,-0.22144,1.9,0.569229,0.00986111,2026-08-28T11:04:30.000Z
global-dollar,USDG,Global Dollar,29,1.0,3333210016,437144883,-0.00576,0.0,1.65,0.907561,2026-08-28T11:04:30.000Z
avalanche-2,AVAX,Avalanche,30,7.44,3213464775,236289766,0.1378,-2.2,144.96,2.8,2026-08-28T11:04:30.000Z
shiba-inu,SHIB,Shiba Inu,31,5.34e-06,3144081654,88161077,-0.87753,1.7,8.616e-05,5.6366e-11,2026-08-28T11:04:30.000Z
sui,SUI,Sui,32,0.765468,3118281037,560146430,0.01816,-4.1,5.35,0.364846,2026-08-28T11:04:30.000Z
hashnote-usyc,USYC,Circle USYC,33,1.14,2884017928,0.0,0.00862,0.1,1.14,1.026,2026-08-28T11:04:30.000Z
uniswap,UNI,Uniswap,34,4.62,2877556155,381328516,3.34424,16.5,44.92,1.03,2026-08-28T11:04:30.000Z
crypto-com-chain,CRO,Cronos,35,0.058908,2858804692,7754130,-3.46932,5.1,0.891544,0.0121196,2026-08-28T11:04:30.000Z
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,36,1.0,2810381264,0.0,0.0,0.0,1.0,1.0,2026-08-28T11:04:30.000Z
tether-gold,XAUT,Tether Gold,37,4584.73,2809711687,196620318,0.10822,0.6,5504.62,1447.84,2026-08-28T11:04:30.000Z
paypal-usd,PYUSD,PayPal USD,38,0.999913,2774977783,179295290,-0.00366,0.0,1.021,0.959426,2026-08-28T11:04:30.000Z
memecore,M,MemeCore,39,1.088,2466429170,1096268,-3.41888,-6.4,5.64,0.04746135,2026-08-28T11:04:30.000Z
near,NEAR,NEAR Protocol,40,1.87,2437420293,198174324,-1.98708,-1.6,20.44,0.526762,2026-08-28T11:04:30.000Z
okb,OKB,OKB,41,114.11,2395956343,20084225,0.88163,5.5,228.74,0.580608,2026-08-28T11:04:30.000Z
bittensor,TAO,Bittensor,42,245.17,2352317560,215280796,-4.34792,9.3,757.6,30.83,2026-08-28T11:04:30.000Z
ripple-usd,RLUSD,Ripple USD,43,1.0,2222113411,453754390,-0.03042,0.0,1.073,0.962292,2026-08-28T11:04:30.000Z
ondo-us-dollar-yield,USDY,Ondo US Dollar Yield,44,1.14,2187148119,623251,-0.01052,-0.1,1.26,0.934184,2026-08-28T11:04:30.000Z
pax-gold,PAXG,PAX Gold,45,4590.92,1983805881,110278568,0.14802,0.5,5619.09,1399.64,2026-08-28T11:04:30.000Z
aave,AAVE,Aave,46,126.35,1948139293,279512992,0.01327,15.1,661.69,26.02,2026-08-28T11:04:30.000Z
aster-2,ASTER,Aster,47,0.705439,1904643889,82446694,-0.72349,-1.9,2.41,0.099713,2026-08-28T11:04:30.000Z
pump-fun,PUMP,Pump.fun,48,0.00479476,1902556876,274145349,0.67201,25.1,0.00881908,0.00115473,2026-08-28T11:04:30.000Z
world-liberty-financial,WLFI,World Liberty Financial,49,0.058838,1870000593,61979749,0.2247,-4.8,0.331336,0.050799,2026-08-28T11:04:30.000Z
