id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
avalanche-2,AVAX,Avalanche,30,7.25,3131031526,393524290,7.3,12.6,144.96,2.8,2026-08-21T01:44:20.000Z
sui,SUI,Sui,31,0.741641,3020674744,483059659,4.4,7.0,5.35,0.364846,2026-08-21T01:44:20.000Z
shiba-inu,SHIB,Shiba Inu,32,4.97e-06,2929952493,121868212,4.4,11.1,8.616e-05,5.6366e-11,2026-08-21T01:44:20.000Z
hashnote-usyc,USYC,Circle USYC,33,1.13,2924774343,0.0,0.0,0.1,1.13,1.026,2026-08-21T01:44:20.000Z
paypal-usd,PYUSD,PayPal USD,34,0.99988,2831716757,193275606,0.0,0.0,1.021,0.959426,2026-08-21T01:44:20.000Z
tether-gold,XAUT,Tether Gold,35,4504.76,2760419581,541223028,0.0,3.4,5504.62,1447.84,2026-08-21T01:44:20.000Z
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,36,1.0,2738548727,0.0,0.0,0.0,1.0,1.0,2026-08-21T01:44:20.000Z
memecore,M,MemeCore,37,1.16,2624281056,4137192,-5.9,5.0,5.64,0.04746135,2026-08-21T01:44:20.000Z
crypto-com-chain,CRO,Cronos,38,0.053725,2606155586,14707920,8.5,12.9,0.891544,0.0121196,2026-08-21T01:44:20.000Z
uniswap,UNI,Uniswap,39,3.8,2369880442,309064219,4.8,9.8,44.92,1.03,2026-08-21T01:44:20.000Z
near,NEAR,NEAR Protocol,40,1.76,2297225996,199517560,2.0,8.1,20.44,0.526762,2026-08-21T01:44:20.000Z
okb,OKB,OKB,41,107.17,2250728515,37694231,2.9,2.8,228.74,0.580608,2026-08-21T01:44:20.000Z
ondo-us-dollar-yield,USDY,Ondo US Dollar Yield,42,1.14,2149457229,2015294,0.4,0.2,1.26,0.934184,2026-08-21T01:44:20.000Z
bittensor,TAO,Bittensor,43,215.87,2070676064,193268159,4.8,6.1,757.6,30.83,2026-08-21T01:44:20.000Z
pax-gold,PAXG,PAX Gold,44,4512.68,1980807586,226346133,0.0,3.3,5619.09,1399.64,2026-08-21T01:44:20.000Z
world-liberty-financial,WLFI,World Liberty Financial,45,0.060413,1919468454,56819381,-1.8,9.5,0.331336,0.050799,2026-08-21T01:44:20.000Z
ripple-usd,RLUSD,Ripple USD,46,1.0,1888669713,700287698,0.0,0.0,1.073,0.962292,2026-08-21T01:44:20.000Z
aster-2,ASTER,Aster,47,0.675713,1817542493,155898166,7.6,11.5,2.41,0.099713,2026-08-21T01:44:20.000Z
ondo-finance,ONDO,Ondo,48,0.3607,1753299014,179502729,2.2,6.1,2.14,0.082171,2026-08-21T01:44:20.000Z
mantle,MNT,Mantle,49,0.519238,1714587005,54467169,10.7,15.5,2.86,0.307978,2026-08-21T01:44:20.000Z
htx-dao,HTX,HTX DAO,50,1.74e-06,1563392944,13100955,1.0,-4.4,3.75e-06,8.00816e-07,2026-08-21T01:44:20.000Z
