id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,77534,1557192501564,19452515248,0.4238,-2.9,126080,67.81,2026-09-14T04:33:30.000Z
ethereum,ETH,Ethereum,2,2511.56,306528449742,10959446150,-0.38555,0.0,4946.05,0.432979,2026-09-14T04:33:30.000Z
tether,USDT,Tether,3,0.999663,183369266618,38661140585,-0.01555,0.0,1.32,0.572521,2026-09-14T04:33:30.000Z
binancecoin,BNB,BNB,4,722.67,96231130319,831856684,-0.59726,-3.6,1369.99,0.0398177,2026-09-14T04:33:30.000Z
ripple,XRP,XRP,5,1.37,86246471138,1388299830,0.5693,-3.0,3.65,0.00268621,2026-09-14T04:33:30.000Z
usd-coin,USDC,USDC,6,0.9998,74220152429,9035457500,-0.00883,0.0,1.043,0.877647,2026-09-14T04:33:30.000Z
solana,SOL,Solana,7,100.89,59213941275,2258016717,-0.80536,-4.6,293.31,0.500801,2026-09-14T04:33:30.000Z
tron,TRX,TRON,8,0.338547,32143261653,335012373,-0.21799,1.1,0.431288,0.00180434,2026-09-14T04:33:30.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,9,1.0,22551817529,50043,,-0.5,1.061,0.155357,2026-09-13T01:20:10.000Z
zcash,ZEC,Zcash,9,1117.55,18920614754,1518245083,-2.11834,-6.5,3191.93,16.08,2026-09-14T04:33:30.000Z
hyperliquid,HYPE,Hyperliquid,10,80.19,17836926825,704926403,1.25704,-8.2,89.6,3.81,2026-09-14T04:33:30.000Z
dogecoin,DOGE,Dogecoin,11,0.083893,13079573500,458693134,-0.93011,-6.9,0.731578,8.69e-05,2026-09-14T04:33:30.000Z
rain,RAIN,Rain,12,0.01517659,10763521097,36647095,-3.83549,-9.1,0.01946402,0.00222126,2026-09-14T04:33:30.000Z
usds,USDS,USDS,13,0.99984,9845671657,93127478,0.00279,0.0,1.057,0.948265,2026-09-14T04:33:30.000Z
monero,XMR,Monero,14,522.25,9820593605,94897909,-2.42863,-1.6,797.73,0.216177,2026-09-14T04:33:30.000Z
whitebit,WBT,WhiteBIT Coin,15,80.41,9478544362,68131480,0.19354,9.1,83.22,3.06,2026-09-14T04:33:30.000Z
