id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,64407,1292743955604,16669304424,0.3,1.0,126080,67.81,2026-08-19T09:05:20.000Z
ethereum,ETH,Ethereum,2,1921.85,231959897163,6070959182,1.2,1.6,4946.05,0.432979,2026-08-19T09:05:20.000Z
tether,USDT,Tether,3,0.999314,182960878998,28634857572,0.0,0.0,1.32,0.572521,2026-08-19T09:05:20.000Z
binancecoin,BNB,BNB,4,602.46,80234612920,500870252,0.0,-1.5,1369.99,0.0398177,2026-08-19T09:05:20.000Z
usd-coin,USDC,USDC,5,0.999693,71762391319,8128950942,0.0,0.0,1.043,0.877647,2026-08-19T09:05:20.000Z
ripple,XRP,XRP,6,1.007,63110865173,790676735,1.1,-1.3,3.65,0.00268621,2026-08-19T09:05:20.000Z
solana,SOL,Solana,7,77.38,45127304959,1411431780,1.9,1.6,293.31,0.500801,2026-08-19T09:05:20.000Z
tron,TRX,TRON,8,0.332875,31589224109,331720212,0.0,-0.9,0.431288,0.00180434,2026-08-19T09:05:20.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,9,1.005,21605247558,808631905,-0.1,-3.2,1.061,0.155357,2026-08-19T08:33:30.000Z
hyperliquid,HYPE,Hyperliquid,9,58.37,12984413676,249969848,-2.1,5.8,76.87,3.81,2026-08-19T09:05:20.000Z
dogecoin,DOGE,Dogecoin,10,0.070158,10912370509,262649625,0.4,-2.1,0.731578,8.69e-05,2026-08-19T09:05:20.000Z
usds,USDS,USDS,11,1.0,9779286782,161224601,0.0,0.0,1.057,0.948265,2026-08-19T09:05:20.000Z
rain,RAIN,Rain,12,0.01307049,9368175203,15285728,-0.2,1.1,0.01655801,0.00222126,2026-08-19T09:05:20.000Z
zcash,ZEC,Zcash,13,508.21,8583685843,156829266,0.4,6.1,3191.93,16.08,2026-08-19T09:05:20.000Z
leo-token,LEO,LEO Token,14,9.24,8502251044,424139,-1.9,1.4,10.61,0.799859,2026-08-19T09:05:20.000Z
monero,XMR,Monero,15,413.6,7776980317,87414024,-1.0,4.1,797.73,0.216177,2026-08-19T09:05:20.000Z
chainlink,LINK,Chainlink,16,9.77,7327631559,274098961,4.1,12.0,52.7,0.148183,2026-08-19T09:05:20.000Z
whitebit,WBT,WhiteBIT Coin,17,55.55,6554985058,41801443,0.3,0.6,64.11,3.06,2026-08-19T09:05:20.000Z
cardano,ADA,Cardano,18,0.174679,6553608863,179836151,1.0,-5.6,3.09,0.01925275,2026-08-19T09:05:20.000Z
stellar,XLM,Stellar,19,0.156562,5411934972,93355160,1.7,-2.6,0.875563,0.00047612,2026-08-19T09:05:20.000Z
dai,DAI,Dai,20,0.99987,4562701997,130596475,0.0,0.0,1.22,0.88196,2026-08-19T09:05:20.000Z
bitcoin-cash,BCH,Bitcoin Cash,21,203.69,4089745004,139938866,-0.1,-4.4,3785.82,76.93,2026-08-19T09:05:20.000Z
ethena-usde,USDE,Ethena USDe,22,0.999696,4036521711,50838913,0.0,0.0,1.034,0.929486,2026-08-19T09:05:20.000Z
usd1-wlfi,USD1,USD1,23,0.999149,3993061529,607389148,0.0,0.0,1.048,0.988762,2026-08-19T09:05:20.000Z
the-open-network,GRAM,Gram (prev. Toncoin),24,1.32,3641318834,24861434,0.5,-3.5,8.25,0.519364,2026-08-19T09:05:20.000Z
canton-network,CC,Canton,25,0.089739,3534590365,6265947,-2.5,-8.4,0.194152,0.059024,2026-08-19T09:05:20.000Z
litecoin,LTC,Litecoin,26,44.97,3486276660,147250315,1.0,-0.7,410.26,1.15,2026-08-19T09:05:20.000Z
global-dollar,USDG,Global Dollar,27,1.0,3463284203,254080288,0.0,0.0,1.65,0.907561,2026-08-19T09:05:20.000Z
hashnote-usyc,USYC,Circle USYC,28,1.13,2982978661,0.0,0.0,0.1,1.13,1.026,2026-08-19T09:05:20.000Z
hedera-hashgraph,HBAR,Hedera,29,0.06773,2969119523,43788261,3.0,1.3,0.569229,0.00986111,2026-08-19T09:05:20.000Z
paypal-usd,PYUSD,PayPal USD,30,0.999781,2775265100,83623715,0.0,0.0,1.021,0.959426,2026-08-19T09:05:20.000Z
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,31,1.0,2758916034,0.0,0.0,0.0,1.0,1.0,2026-08-19T09:05:20.000Z
avalanche-2,AVAX,Avalanche,32,6.36,2746378131,104998339,0.9,2.2,144.96,2.8,2026-08-19T09:05:20.000Z
sui,SUI,Sui,33,0.659018,2686549706,167500938,1.9,-4.7,5.35,0.364846,2026-08-19T09:05:20.000Z
tether-gold,XAUT,Tether Gold,34,4345.34,2662939004,203590988,-0.7,-0.9,5504.62,1447.84,2026-08-19T09:05:20.000Z
shiba-inu,SHIB,Shiba Inu,35,4.47e-06,2634364990,50552445,1.8,0.2,8.616e-05,5.6366e-11,2026-08-19T09:05:20.000Z
memecore,M,MemeCore,36,1.088,2462892389,5820893,-4.7,-4.1,5.64,0.04746135,2026-08-19T09:05:20.000Z
crypto-com-chain,CRO,Cronos,37,0.04609589,2235603105,3791952,-0.2,-1.8,0.891544,0.0121196,2026-08-19T09:05:20.000Z
ondo-us-dollar-yield,USDY,Ondo US Dollar Yield,38,1.14,2146686040,1016483,0.2,0.2,1.26,0.934184,2026-08-19T09:05:20.000Z
okb,OKB,OKB,39,100.74,2115468065,22503495,2.8,5.4,228.74,0.580608,2026-08-19T09:05:20.000Z
near,NEAR,NEAR Protocol,40,1.61,2098459917,117640641,-1.0,-2.3,20.44,0.526762,2026-08-19T09:05:20.000Z
uniswap,UNI,Uniswap,41,3.33,2075894465,136142556,2.5,-4.5,44.92,1.03,2026-08-19T09:05:20.000Z
world-liberty-financial,WLFI,World Liberty Financial,42,0.060279,1916644006,26590165,0.7,10.0,0.331336,0.050799,2026-08-19T09:05:20.000Z
pax-gold,PAXG,PAX Gold,43,4352.49,1901759291,144442931,-0.9,-1.1,5619.09,1399.64,2026-08-19T09:05:20.000Z
bittensor,TAO,Bittensor,44,192.32,1845727752,65908417,0.0,-5.2,757.6,30.83,2026-08-19T09:05:20.000Z
bitway,BTW,Bitway,45,0.668218,1794255268,168473951,83.0,194.6,0.681729,0.00911805,2026-08-19T09:05:20.000Z
ripple-usd,RLUSD,Ripple USD,46,1.0,1760507400,99844194,0.0,0.0,1.073,0.962292,2026-08-19T09:05:20.000Z
aster-2,ASTER,Aster,47,0.599716,1615001435,54970674,-1.0,-0.6,2.41,0.099713,2026-08-19T09:05:20.000Z
ondo-finance,ONDO,Ondo,48,0.325157,1583398211,55694784,-1.3,-2.6,2.14,0.082171,2026-08-19T09:05:20.000Z
usdd,USDD,USDD,49,0.999276,1536542075,72353175,0.0,0.0,1.24,0.928067,2026-08-19T09:05:20.000Z
