id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,80393,1614920761844,24631412650,-0.72049,4.1,126080,67.81,2026-09-20T04:36:20.000Z
ethereum,ETH,Ethereum,2,2582.9,315289441228,11198492247,-1.28288,2.6,4946.05,0.432979,2026-09-20T04:36:20.000Z
tether,USDT,Tether,3,0.999559,183303160832,50483102463,-0.01412,0.0,1.32,0.572521,2026-09-20T04:36:20.000Z
binancecoin,BNB,BNB,4,748.17,99639612837,976432720,-1.86298,3.0,1369.99,0.0398177,2026-09-20T04:36:20.000Z
ripple,XRP,XRP,5,1.38,86833607461,3016743628,-2.22255,1.1,3.65,0.00268621,2026-09-20T04:36:20.000Z
usd-coin,USDC,USDC,6,0.999667,74217974564,12219686555,-0.01129,0.0,1.043,0.877647,2026-09-20T04:36:20.000Z
solana,SOL,Solana,7,108.86,63934480366,3069783773,-3.14861,6.9,293.31,0.500801,2026-09-20T04:36:20.000Z
tron,TRX,TRON,8,0.339967,32283582323,368716430,0.52522,-0.1,0.431288,0.00180434,2026-09-20T04:36:20.000Z
zcash,ZEC,Zcash,9,1446.44,24481960776,1125680724,-5.63212,29.7,3191.93,16.08,2026-09-20T04:36:20.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,10,1.017,23140466333,345014,-1.49445,1.5,1.061,0.155357,2026-09-19T21:24:00.000Z
hyperliquid,HYPE,Hyperliquid,11,90.76,20183045504,963146987,-1.3901,14.8,94.48,3.81,2026-09-20T04:36:20.000Z
dogecoin,DOGE,Dogecoin,12,0.085487,13323774871,1014605854,-2.43264,1.0,0.731578,8.69e-05,2026-09-20T04:36:20.000Z
monero,XMR,Monero,13,526.12,9886904565,137045691,-7.80453,-2.0,797.73,0.216177,2026-09-20T04:36:20.000Z
whitebit,WBT,WhiteBIT Coin,14,81.83,9730473044,67967132,-1.47809,2.0,83.64,3.06,2026-09-20T04:36:20.000Z
rain,RAIN,Rain,15,0.01362886,9667167932,26721784,2.0725,-13.3,0.01946402,0.00222126,2026-09-20T04:36:20.000Z
usds,USDS,USDS,16,0.999862,9594935609,69657137,-0.00797,0.0,1.057,0.948265,2026-09-20T04:36:20.000Z
chainlink,LINK,Chainlink,17,12.05,9007482045,462991851,-2.28671,5.0,52.7,0.148183,2026-09-20T04:36:20.000Z
cardano,ADA,Cardano,18,0.221405,8306307921,488488573,-2.23693,7.2,3.09,0.01925275,2026-09-20T04:36:20.000Z
leo-token,LEO,LEO Token,19,8.9,8187981881,61657,0.18911,-1.8,10.61,0.799859,2026-09-20T04:36:20.000Z
stellar,XLM,Stellar,20,0.190763,6645877026,272396440,-1.73306,6.1,0.875563,0.00047612,2026-09-20T04:36:20.000Z
uniswap,UNI,Uniswap,21,8.77,5435966134,1034214017,-0.89669,36.7,44.92,1.03,2026-09-20T04:36:20.000Z
bitcoin-cash,BCH,Bitcoin Cash,22,247.17,4966109919,176282848,-0.08108,9.1,3785.82,76.93,2026-09-20T04:36:20.000Z
