id,symbol,name,rank,price_usd,market_cap_usd,volume_24h_usd,change_24h_pct,change_7d_pct,ath,atl,last_updated
bitcoin,BTC,Bitcoin,1,79813,1602236870224,29146492319,1.3294,13.2,126080,67.81,2026-08-27T08:51:20.000Z
ethereum,ETH,Ethereum,2,2536.18,306055425629,13760321286,3.19188,10.4,4946.05,0.432979,2026-08-27T08:51:20.000Z
tether,USDT,Tether,3,0.999822,183330426281,54709169193,-0.00522,0.0,1.32,0.572521,2026-08-27T08:51:20.000Z
binancecoin,BNB,BNB,4,711.23,94705140470,919526146,1.99458,12.3,1369.99,0.0398177,2026-08-27T08:51:20.000Z
ripple,XRP,XRP,5,1.44,90300512602,4044684246,0.69328,27.2,3.65,0.00268621,2026-08-27T08:51:20.000Z
usd-coin,USDC,USDC,6,0.999891,73780231174,15920960046,-0.00196,0.0,1.043,0.877647,2026-08-27T08:51:20.000Z
solana,SOL,Solana,7,104.47,61018248780,4838989434,7.76868,18.6,293.31,0.500801,2026-08-27T08:51:20.000Z
tron,TRX,TRON,8,0.336305,31923407625,468216120,-0.42478,0.6,0.431288,0.00180434,2026-08-27T08:51:20.000Z
figure-heloc,FIGR_HELOC,Figure Heloc,9,1.003,21754044495,354901304,-0.66641,-3.8,1.061,0.155357,2026-08-27T08:51:20.000Z
hyperliquid,HYPE,Hyperliquid,10,82.44,18336130160,1149186191,0.34075,13.7,83.53,3.81,2026-08-27T08:51:20.000Z
dogecoin,DOGE,Dogecoin,11,0.089554,13942303400,713161145,3.52319,15.8,0.731578,8.69e-05,2026-08-27T08:51:20.000Z
zcash,ZEC,Zcash,12,794.51,13427609414,1098785783,1.44352,41.2,3191.93,16.08,2026-08-27T08:51:20.000Z
rain,RAIN,Rain,13,0.01760681,12484104143,50258559,0.18748,25.7,0.01946402,0.00222126,2026-08-27T08:51:20.000Z
usds,USDS,USDS,14,0.999715,9801203455,134070141,-0.0119,0.0,1.057,0.948265,2026-08-27T08:51:20.000Z
chainlink,LINK,Chainlink,15,11.88,8885084353,391150630,4.89848,10.3,52.7,0.148183,2026-08-27T08:51:20.000Z
whitebit,WBT,WhiteBIT Coin,16,73.88,8715100106,104699033,1.57433,22.7,74.97,3.06,2026-08-27T08:51:20.000Z
leo-token,LEO,LEO Token,17,9.29,8546732164,250176,-0.21364,-0.4,10.61,0.799859,2026-08-27T08:51:20.000Z
monero,XMR,Monero,18,447.24,8406428799,98964543,-0.3648,8.2,797.73,0.216177,2026-08-27T08:51:20.000Z
cardano,ADA,Cardano,19,0.215627,8084409732,406898537,2.47856,14.4,3.09,0.01925275,2026-08-27T08:51:20.000Z
stellar,XLM,Stellar,20,0.187565,6491235832,162960149,1.72876,8.8,0.875563,0.00047612,2026-08-27T08:51:20.000Z
bitcoin-cash,BCH,Bitcoin Cash,21,273.53,5492865101,131317565,3.00283,25.8,3785.82,76.93,2026-08-27T08:51:20.000Z
canton-network,CC,Canton,22,0.116994,4614220765,10029230,-0.46599,14.2,0.194152,0.059024,2026-08-27T08:51:20.000Z
dai,DAI,Dai,23,1.0,4577876608,280518952,0.00726,0.0,1.22,0.88196,2026-08-27T08:51:20.000Z
usd1-wlfi,USD1,USD1,24,0.999759,4088503398,1253259406,0.01873,0.1,1.048,0.988762,2026-08-27T08:51:20.000Z
ethena-usde,USDE,Ethena USDe,25,0.999785,4040666108,39313962,0.00641,0.0,1.034,0.929486,2026-08-27T08:51:20.000Z
the-open-network,GRAM,Gram (prev. Toncoin),26,1.43,3960181533,40492815,0.44875,2.9,8.25,0.519364,2026-08-27T08:51:20.000Z
litecoin,LTC,Litecoin,27,50.21,3893305718,300194670,-0.21347,6.0,410.26,1.15,2026-08-27T08:51:20.000Z
hedera-hashgraph,HBAR,Hedera,28,0.078591,3444629825,63289370,1.24801,8.4,0.569229,0.00986111,2026-08-27T08:51:20.000Z
global-dollar,USDG,Global Dollar,29,1.0,3346158295,493256139,-0.02022,0.0,1.65,0.907561,2026-08-27T08:51:20.000Z
avalanche-2,AVAX,Avalanche,30,7.45,3217995658,175231375,1.00551,8.6,144.96,2.8,2026-08-27T08:51:20.000Z
shiba-inu,SHIB,Shiba Inu,31,5.43e-06,3197819580,80927812,2.55434,10.4,8.616e-05,5.6366e-11,2026-08-27T08:51:20.000Z
sui,SUI,Sui,32,0.773478,3151617739,454279994,1.85016,7.6,5.35,0.364846,2026-08-27T08:51:20.000Z
crypto-com-chain,CRO,Cronos,33,0.060606,2940218454,7156026,2.66208,20.7,0.891544,0.0121196,2026-08-27T08:51:20.000Z
hashnote-usyc,USYC,Circle USYC,34,1.14,2891742323,0.0,0.00882,0.1,1.14,1.026,2026-08-27T08:51:20.000Z
tether-gold,XAUT,Tether Gold,35,4588.9,2812162354,269625600,-0.50382,2.7,5504.62,1447.84,2026-08-27T08:51:20.000Z
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,36,1.0,2810713934,0.0,0.0,0.0,1.0,1.0,2026-08-27T08:51:20.000Z
uniswap,UNI,Uniswap,37,4.45,2775446756,286030864,4.0275,21.0,44.92,1.03,2026-08-27T08:51:20.000Z
paypal-usd,PYUSD,PayPal USD,38,0.999793,2761109365,81835709,-0.01491,0.0,1.021,0.959426,2026-08-27T08:51:20.000Z
memecore,M,MemeCore,39,1.13,2561502227,3449971,-2.36855,-9.2,5.64,0.04746135,2026-08-27T08:51:20.000Z
near,NEAR,NEAR Protocol,40,1.94,2529204137,205606143,4.41049,8.3,20.44,0.526762,2026-08-27T08:51:20.000Z
bittensor,TAO,Bittensor,41,256.3,2460464864,278540156,9.22821,20.3,757.6,30.83,2026-08-27T08:51:20.000Z
okb,OKB,OKB,42,113.57,2385200769,29845234,-0.51747,8.4,228.74,0.580608,2026-08-27T08:51:20.000Z
ondo-us-dollar-yield,USDY,Ondo US Dollar Yield,43,1.14,2180464296,2706977,0.51622,0.5,1.26,0.934184,2026-08-27T08:51:20.000Z
